scenario_name,condition_id,condition_label,game_name,run_profile,episode_id,random_seed,agent_1_mood_min,agent_1_mood_max,agent_1_mood_slope,agent_1_wellbeing_min,agent_1_wellbeing_max,agent_1_fatigue_min,agent_1_fatigue_max,agent_1_fatigue_over_0_6_share,agent_1_overall_state_min,agent_1_overall_state_max,agent_1_overall_state_mean,agent_1_payoff_overall_corr,agent_2_mood_min,agent_2_mood_max,agent_2_mood_slope,agent_2_wellbeing_min,agent_2_wellbeing_max,agent_2_fatigue_min,agent_2_fatigue_max,agent_2_fatigue_over_0_6_share,agent_2_overall_state_min,agent_2_overall_state_max,agent_2_overall_state_mean,agent_2_payoff_overall_corr
S2,S2_001_Prisoners_Dilemma_emotional_rational_vs_always_cooperate,hybrid-neutral-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,1,20260430,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,
S2,S2_001_Prisoners_Dilemma_emotional_rational_vs_always_cooperate,hybrid-neutral-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,2,20260431,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,
S2,S2_001_Prisoners_Dilemma_emotional_rational_vs_always_cooperate,hybrid-neutral-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,3,20260432,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,
S2,S2_001_Prisoners_Dilemma_emotional_rational_vs_always_cooperate,hybrid-neutral-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,4,20260433,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,
S2,S2_001_Prisoners_Dilemma_emotional_rational_vs_always_cooperate,hybrid-neutral-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,5,20260434,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,
S2,S2_001_Prisoners_Dilemma_emotional_rational_vs_always_cooperate,hybrid-neutral-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,6,20260435,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,
S2,S2_001_Prisoners_Dilemma_emotional_rational_vs_always_cooperate,hybrid-neutral-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,7,20260436,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,
S2,S2_001_Prisoners_Dilemma_emotional_rational_vs_always_cooperate,hybrid-neutral-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,8,20260437,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,
S2,S2_001_Prisoners_Dilemma_emotional_rational_vs_always_cooperate,hybrid-neutral-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,9,20260438,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,
S2,S2_001_Prisoners_Dilemma_emotional_rational_vs_always_cooperate,hybrid-neutral-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,10,20260439,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,
S2,S2_001_Prisoners_Dilemma_emotional_rational_vs_always_cooperate,hybrid-neutral-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,11,20260440,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,
S2,S2_001_Prisoners_Dilemma_emotional_rational_vs_always_cooperate,hybrid-neutral-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,12,20260441,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,
S2,S2_001_Prisoners_Dilemma_emotional_rational_vs_always_cooperate,hybrid-neutral-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,13,20260442,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,
S2,S2_001_Prisoners_Dilemma_emotional_rational_vs_always_cooperate,hybrid-neutral-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,14,20260443,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,
S2,S2_001_Prisoners_Dilemma_emotional_rational_vs_always_cooperate,hybrid-neutral-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,15,20260444,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,
S2,S2_001_Prisoners_Dilemma_emotional_rational_vs_always_cooperate,hybrid-neutral-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,16,20260445,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,
S2,S2_001_Prisoners_Dilemma_emotional_rational_vs_always_cooperate,hybrid-neutral-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,17,20260446,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,
S2,S2_001_Prisoners_Dilemma_emotional_rational_vs_always_cooperate,hybrid-neutral-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,18,20260447,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,
S2,S2_001_Prisoners_Dilemma_emotional_rational_vs_always_cooperate,hybrid-neutral-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,19,20260448,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,
S2,S2_001_Prisoners_Dilemma_emotional_rational_vs_always_cooperate,hybrid-neutral-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,20,20260449,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,,0.012499999999999997,0.20833245364368258,0.0004104466904244758,0.50375,0.5249999999999997,0.0,0.0,0.0,0.02000000000000006,0.25833245364368196,0.24059729113124453,
S2,S2_002_Prisoners_Dilemma_emotional_rational_vs_always_defect,hybrid-neutral-neutral__vs__fixed-always_defect,Prisoners Dilemma,paper,21,20260430,-0.5,-0.0625,-0.0005083287986000612,0.4250000000000003,0.48125,0.0,0.0,0.0,-0.6499999999999994,-0.09999999999999998,-0.6291093923079399,-0.7163102250432756,-0.5,0.176475,-0.0011863218930816568,0.42500000000000154,0.548234375,0.0,0.0,0.0,-0.6499999999999969,0.2729437500000001,-0.5962267386862736,0.5834639909152586
S2,S2_002_Prisoners_Dilemma_emotional_rational_vs_always_defect,hybrid-neutral-neutral__vs__fixed-always_defect,Prisoners Dilemma,paper,22,20260431,-0.5,-0.0625,-0.0005083287986000612,0.4250000000000003,0.48125,0.0,0.0,0.0,-0.6499999999999994,-0.09999999999999998,-0.6291093923079399,-0.7163102250432756,-0.5,0.176475,-0.0011863218930816568,0.42500000000000154,0.548234375,0.0,0.0,0.0,-0.6499999999999969,0.2729437500000001,-0.5962267386862736,0.5834639909152586
S2,S2_002_Prisoners_Dilemma_emotional_rational_vs_always_defect,hybrid-neutral-neutral__vs__fixed-always_defect,Prisoners Dilemma,paper,23,20260432,-0.5,-0.0625,-0.0005083287986000612,0.4250000000000003,0.48125,0.0,0.0,0.0,-0.6499999999999994,-0.09999999999999998,-0.6291093923079399,-0.7163102250432756,-0.5,0.176475,-0.0011863218930816568,0.42500000000000154,0.548234375,0.0,0.0,0.0,-0.6499999999999969,0.2729437500000001,-0.5962267386862736,0.5834639909152586
S2,S2_002_Prisoners_Dilemma_emotional_rational_vs_always_defect,hybrid-neutral-neutral__vs__fixed-always_defect,Prisoners Dilemma,paper,24,20260433,-0.5,-0.0625,-0.0005083287986000612,0.4250000000000003,0.48125,0.0,0.0,0.0,-0.6499999999999994,-0.09999999999999998,-0.6291093923079399,-0.7163102250432756,-0.5,0.176475,-0.0011863218930816568,0.42500000000000154,0.548234375,0.0,0.0,0.0,-0.6499999999999969,0.2729437500000001,-0.5962267386862736,0.5834639909152586
S2,S2_002_Prisoners_Dilemma_emotional_rational_vs_always_defect,hybrid-neutral-neutral__vs__fixed-always_defect,Prisoners Dilemma,paper,25,20260434,-0.5,-0.0625,-0.0005083287986000612,0.4250000000000003,0.48125,0.0,0.0,0.0,-0.6499999999999994,-0.09999999999999998,-0.6291093923079399,-0.7163102250432756,-0.5,0.176475,-0.0011863218930816568,0.42500000000000154,0.548234375,0.0,0.0,0.0,-0.6499999999999969,0.2729437500000001,-0.5962267386862736,0.5834639909152586
